Uid,Pid,Time
693,2498,2012-05-19 14:53
27,3606,2012-05-19 14:55
969,2187,2012-05-19 14:56
375,4808,2012-05-19 14:58
426,4532,2012-05-19 15:00
264,3845,2012-05-19 15:00
233,3864,2012-05-19 15:01
1077,3921,2012-05-19 15:01
625,3702,2012-05-19 15:03
930,4683,2012-05-19 15:06
769,1405,2012-05-19 15:07
154,1050,2012-05-19 15:07
394,2088,2012-05-19 15:08
230,4844,2012-05-19 15:09
650,3063,2012-05-19 15:09
672,5071,2012-05-19 15:09
402,171,2012-05-19 15:10
896,3676,2012-05-19 15:10
549,371,2012-05-19 15:11
63,5025,2012-05-19 15:11
1013,2479,2012-05-19 15:11
414,580,2012-05-19 15:12
243,189,2012-05-19 15:13
1022,718,2012-05-19 15:15
1022,733,2012-05-19 15:15
146,2855,2012-05-19 15:15
909,4766,2012-05-19 15:16
714,1431,2012-05-19 15:17
779,2390,2012-05-19 15:18
338,4178,2012-05-19 15:18
894,505,2012-05-19 15:19
71,3440,2012-05-19 15:21
813,2051,2012-05-19 15:21
553,4228,2012-05-19 15:24
938,5000,2012-05-19 15:24
240,908,2012-05-19 15:25
109,1134,2012-05-19 15:26
1022,1082,2012-05-19 15:26
909,2612,2012-05-19 15:26
860,1356,2012-05-19 15:26
109,429,2012-05-19 15:27
1045,131,2012-05-19 15:29
450,110,2012-05-19 15:30
860,4942,2012-05-19 15:31
588,2498,2012-05-19 15:32
1005,2452,2012-05-19 15:33
813,1362,2012-05-19 15:36
20,3308,2012-05-19 15:36
786,1334,2012-05-19 15:36
219,430,2012-05-19 15:38
764,640,2012-05-19 15:39
372,3838,2012-05-19 15:39
328,4425,2012-05-19 15:39
309,549,2012-05-19 15:40
150,547,2012-05-19 15:41
507,22,2012-05-19 15:42
507,3519,2012-05-19 15:42
228,4915,2012-05-19 15:42
584,4984,2012-05-19 15:43
1022,152,2012-05-19 15:44
235,2166,2012-05-19 15:44
240,3664,2012-05-19 15:45
405,4851,2012-05-19 15:48
286,4953,2012-05-19 15:49
403,4772,2012-05-19 15:49
286,4369,2012-05-19 15:49
286,27,2012-05-19 15:50
844,2907,2012-05-19 15:50
453,2424,2012-05-19 15:51
367,3785,2012-05-19 15:53
311,3328,2012-05-19 15:53
994,2943,2012-05-19 15:54
129,2350,2012-05-19 15:56
224,766,2012-05-19 15:56
314,582,2012-05-19 15:57
994,4535,2012-05-19 15:57
679,2082,2012-05-19 15:57
994,3390,2012-05-19 15:59
994,3562,2012-05-19 15:59
536,1957,2012-05-19 15:59
589,3671,2012-05-19 15:59
994,2897,2012-05-19 15:59
167,2223,2012-05-19 16:00
963,3357,2012-05-19 16:02
30,1775,2012-05-19 16:03
818,1845,2012-05-19 16:05
909,3827,2012-05-19 16:06
11,2856,2012-05-19 16:07
202,2043,2012-05-19 16:08
202,2043,2012-05-19 16:08
403,1953,2012-05-19 16:08
1009,1555,2012-05-19 16:09
210,4844,2012-05-19 16:09
874,1076,2012-05-19 16:09
650,2705,2012-05-19 16:10
994,645,2012-05-19 16:10
994,1369,2012-05-19 16:10
151,4313,2012-05-19 16:11
403,2196,2012-05-19 16:11
896,3068,2012-05-19 16:11
507,3789,2012-05-19 16:14
507,2207,2012-05-19 16:15
390,1476,2012-05-19 16:15
405,3806,2012-05-19 16:16
80,3110,2012-05-19 16:16
174,493,2012-05-19 16:16
993,4983,2012-05-19 16:17
729,3845,2012-05-19 16:17
993,4861,2012-05-19 16:18
437,4235,2012-05-19 16:18
546,4087,2012-05-19 16:19
1077,2930,2012-05-19 16:19
623,3519,2012-05-19 16:22
695,5033,2012-05-19 16:22
1071,4814,2012-05-19 16:22
956,532,2012-05-19 16:22
588,1865,2012-05-19 16:22
695,2818,2012-05-19 16:23
40,1589,2012-05-19 16:23
850,4461,2012-05-19 16:25
270,1221,2012-05-19 16:25
994,4095,2012-05-19 16:25
97,3704,2012-05-19 16:27
1013,2286,2012-05-19 16:28
376,470,2012-05-19 16:28
1063,3116,2012-05-19 16:30
289,4534,2012-05-19 16:31
672,645,2012-05-19 16:31
848,3717,2012-05-19 16:33
830,670,2012-05-19 16:33
830,1680,2012-05-19 16:34
1050,3939,2012-05-19 16:34
672,1460,2012-05-19 16:34
367,3251,2012-05-19 16:35
12,311,2012-05-19 16:36
672,363,2012-05-19 16:36
953,675,2012-05-19 16:36
844,2997,2012-05-19 16:37
656,4239,2012-05-19 16:38
82,1884,2012-05-19 16:38
82,3574,2012-05-19 16:38
480,2221,2012-05-19 16:38
1033,3827,2012-05-19 16:39
486,1565,2012-05-19 16:39
994,3437,2012-05-19 16:40
367,4489,2012-05-19 16:41
399,1718,2012-05-19 16:43
994,4555,2012-05-19 16:44
735,308,2012-05-19 16:45
971,3462,2012-05-19 16:48
180,3884,2012-05-19 16:48
319,959,2012-05-19 16:49
994,2478,2012-05-19 16:51
655,4844,2012-05-19 16:51
492,2633,2012-05-19 16:51
283,4772,2012-05-19 16:54
672,547,2012-05-19 16:55
21,5049,2012-05-19 16:56
524,3222,2012-05-19 16:56
842,4394,2012-05-19 16:57
848,318,2012-05-19 16:57
650,1978,2012-05-19 16:57
994,4805,2012-05-19 16:58
43,4558,2012-05-19 16:59
813,643,2012-05-19 16:59
520,4315,2012-05-19 16:59
304,2854,2012-05-19 17:00
153,1862,2012-05-19 17:01
304,1334,2012-05-19 17:01
903,2223,2012-05-19 17:02
954,3504,2012-05-19 17:03
270,236,2012-05-19 17:03
1044,635,2012-05-19 17:03
1077,5037,2012-05-19 17:03
716,4108,2012-05-19 17:04
623,2608,2012-05-19 17:04
615,910,2012-05-19 17:05
63,3705,2012-05-19 17:06
647,966,2012-05-19 17:06
162,3976,2012-05-19 17:06
416,1097,2012-05-19 17:08
764,5036,2012-05-19 17:10
107,4923,2012-05-19 17:11
455,3685,2012-05-19 17:12
995,1823,2012-05-19 17:13
336,1837,2012-05-19 17:13
995,1447,2012-05-19 17:14
594,995,2012-05-19 17:17
916,4844,2012-05-19 17:18
813,3519,2012-05-19 17:19
21,3895,2012-05-19 17:20
201,2639,2012-05-19 17:20
201,3653,2012-05-19 17:21
201,468,2012-05-19 17:21
201,609,2012-05-19 17:22
201,1545,2012-05-19 17:22
201,3653,2012-05-19 17:22
201,4676,2012-05-19 17:22
201,1545,2012-05-19 17:22
201,609,2012-05-19 17:23
201,3653,2012-05-19 17:23
201,4676,2012-05-19 17:23
486,1020,2012-05-19 17:26
672,1517,2012-05-19 17:28
997,66,2012-05-19 17:29
818,5024,2012-05-19 17:34
870,4272,2012-05-19 17:35
963,4285,2012-05-19 17:37
1058,2445,2012-05-19 17:38
710,1197,2012-05-19 17:40
186,4923,2012-05-19 17:40
790,2407,2012-05-19 17:41
459,38,2012-05-19 17:43
681,493,2012-05-19 17:45
201,1308,2012-05-19 17:46
547,2265,2012-05-19 17:47
949,3413,2012-05-19 17:48
122,522,2012-05-19 17:48
225,4844,2012-05-19 17:48
122,1999,2012-05-19 17:49
926,1502,2012-05-19 17:49
595,1760,2012-05-19 17:51
270,4520,2012-05-19 17:51
850,1460,2012-05-19 17:52
61,1819,2012-05-19 17:53
323,370,2012-05-19 17:53
724,2615,2012-05-19 17:54
932,3450,2012-05-19 17:54
467,3128,2012-05-19 17:55
47,830,2012-05-19 17:55
659,4844,2012-05-19 17:56
995,1719,2012-05-19 17:56
995,1853,2012-05-19 17:56
344,958,2012-05-19 17:58
201,2639,2012-05-19 17:59
729,2705,2012-05-19 18:02
594,4180,2012-05-19 18:03
467,547,2012-05-19 18:04
9,2026,2012-05-19 18:04
613,1460,2012-05-19 18:05
524,1073,2012-05-19 18:06
841,1974,2012-05-19 18:06
520,2785,2012-05-19 18:07
907,4320,2012-05-19 18:08
443,1770,2012-05-19 18:09
754,3945,2012-05-19 18:09
754,393,2012-05-19 18:10
288,4326,2012-05-19 18:10
725,164,2012-05-19 18:11
940,1133,2012-05-19 18:11
115,878,2012-05-19 18:12
937,4393,2012-05-19 18:12
969,1883,2012-05-19 18:13
170,649,2012-05-19 18:15
841,3806,2012-05-19 18:16
724,360,2012-05-19 18:17
157,4772,2012-05-19 18:18
353,4612,2012-05-19 18:19
369,3980,2012-05-19 18:19
672,1460,2012-05-19 18:20
754,3055,2012-05-19 18:20
905,2000,2012-05-19 18:21
963,3234,2012-05-19 18:22
521,2100,2012-05-19 18:23
906,3151,2012-05-19 18:24
310,3128,2012-05-19 18:26
62,301,2012-05-19 18:26
193,2140,2012-05-19 18:28
457,3112,2012-05-19 18:28
724,806,2012-05-19 18:28
564,1349,2012-05-19 18:28
883,2567,2012-05-19 18:30
912,4292,2012-05-19 18:30
649,3972,2012-05-19 18:33
372,4428,2012-05-19 18:35
1047,804,2012-05-19 18:35
520,3554,2012-05-19 18:36
351,1727,2012-05-19 19:34
351,1414,2012-05-19 21:15
351,1727,2012-05-19 23:11
351,1414,2012-05-19 23:36
557,2996,2012-05-21 05:13
391,3669,2012-05-21 05:20
1006,3881,2012-05-21 05:29
232,1690,2012-05-21 05:30
743,1553,2012-05-21 05:30
21,3895,2012-05-21 05:32
676,4946,2012-05-21 05:34
534,3950,2012-05-21 05:37
277,1708,2012-05-21 05:40
294,2361,2012-05-21 05:42
1059,1776,2012-05-21 05:49
21,1734,2012-05-21 05:49
1006,3550,2012-05-21 05:51
944,3778,2012-05-21 05:52
534,3927,2012-05-21 05:59
897,167,2012-05-21 06:03
969,1452,2012-05-21 06:04
205,2217,2012-05-21 06:04
140,4362,2012-05-21 06:05
897,2410,2012-05-21 06:08
243,189,2012-05-21 06:11
953,781,2012-05-21 06:12
897,3122,2012-05-21 06:12
104,1568,2012-05-21 06:14
637,5050,2012-05-21 06:15
140,143,2012-05-21 06:16
111,4393,2012-05-21 06:16
243,2968,2012-05-21 06:17
507,718,2012-05-21 06:17
507,718,2012-05-21 06:18
1001,92,2012-05-21 06:19
33,1197,2012-05-21 06:20
507,733,2012-05-21 06:20
294,1856,2012-05-21 06:21
294,2099,2012-05-21 06:21
313,2258,2012-05-21 06:23
139,2810,2012-05-21 06:27
603,4295,2012-05-21 06:28
336,2128,2012-05-21 06:31
266,3289,2012-05-21 06:32
591,703,2012-05-21 06:32
671,3570,2012-05-21 06:34
193,995,2012-05-21 06:35
216,3879,2012-05-21 06:37
676,2983,2012-05-21 06:37
724,4667,2012-05-21 06:37
134,839,2012-05-21 06:38
831,1630,2012-05-21 06:40
313,3136,2012-05-21 06:42
897,856,2012-05-21 06:43
195,2729,2012-05-21 06:44
719,936,2012-05-21 06:46
591,4752,2012-05-21 06:46
769,4457,2012-05-21 06:49
714,4738,2012-05-21 06:49
714,3657,2012-05-21 06:50
29,2230,2012-05-21 06:53
29,4223,2012-05-21 06:53
29,1937,2012-05-21 06:53
904,1943,2012-05-21 06:54
29,3254,2012-05-21 06:56
29,4360,2012-05-21 06:56
188,1120,2012-05-21 06:59
270,2271,2012-05-21 07:01
798,4872,2012-05-21 07:02
625,1746,2012-05-21 07:03
777,3472,2012-05-21 07:03
86,3185,2012-05-21 07:03
86,2886,2012-05-21 07:03
336,4494,2012-05-21 07:05
882,1191,2012-05-21 07:06
336,3468,2012-05-21 07:06
669,2829,2012-05-21 07:07
102,3439,2012-05-21 07:09
591,454,2012-05-21 07:09
1074,2493,2012-05-21 07:09
574,396,2012-05-21 07:10
574,2708,2012-05-21 07:10
193,1120,2012-05-21 07:10
599,3381,2012-05-21 07:12
1001,4116,2012-05-21 07:13
313,3908,2012-05-21 07:14
591,2627,2012-05-21 07:15
303,3484,2012-05-21 07:16
239,590,2012-05-21 07:16
953,1533,2012-05-21 07:16
1064,471,2012-05-21 07:19
167,2889,2012-05-21 07:19
963,209,2012-05-21 07:22
848,3717,2012-05-21 07:23
444,863,2012-05-21 07:25
506,4244,2012-05-21 07:29
397,1880,2012-05-21 07:32
172,1932,2012-05-21 07:32
397,1880,2012-05-21 07:32
29,908,2012-05-21 07:33
172,4980,2012-05-21 07:33
397,1474,2012-05-21 07:33
347,2239,2012-05-21 07:34
172,3280,2012-05-21 07:34
297,4114,2012-05-21 07:34
467,1633,2012-05-21 07:36
279,3315,2012-05-21 07:36
279,2920,2012-05-21 07:36
324,3708,2012-05-21 07:38
260,810,2012-05-21 07:39
336,2962,2012-05-21 07:39
1061,3609,2012-05-21 07:40
260,3422,2012-05-21 07:40
798,2913,2012-05-21 07:40
469,1548,2012-05-21 07:41
832,4374,2012-05-21 07:41
29,655,2012-05-21 07:41
1016,3719,2012-05-21 07:42
365,3541,2012-05-21 07:42
1064,4944,2012-05-21 07:43
147,5016,2012-05-21 07:44
781,2495,2012-05-21 07:45
798,4714,2012-05-21 07:45
687,693,2012-05-21 07:45
172,3166,2012-05-21 07:45
367,1523,2012-05-21 07:46
115,1245,2012-05-21 07:46
1056,1570,2012-05-21 07:48
221,4254,2012-05-21 07:49
874,1687,2012-05-21 07:49
244,3881,2012-05-21 07:50
134,846,2012-05-21 07:50
147,4319,2012-05-21 07:51
29,2608,2012-05-21 07:52
29,3556,2012-05-21 07:52
512,1439,2012-05-21 07:52
719,5043,2012-05-21 07:52
58,4049,2012-05-21 07:53
72,852,2012-05-21 07:53
187,3599,2012-05-21 07:53
72,1988,2012-05-21 07:53
1042,1881,2012-05-21 07:53
1033,2515,2012-05-21 07:55
431,3589,2012-05-21 07:56
367,3563,2012-05-21 07:56
29,2812,2012-05-21 07:56
116,1841,2012-05-21 07:56
100,721,2012-05-21 07:58
332,469,2012-05-21 07:58
614,802,2012-05-21 07:59
47,1733,2012-05-21 08:00
367,3563,2012-05-21 08:00
267,1864,2012-05-21 08:01
109,429,2012-05-21 08:01
47,1161,2012-05-21 08:01
109,1134,2012-05-21 08:01
162,2105,2012-05-21 08:02
562,3908,2012-05-21 08:02
162,1168,2012-05-21 08:02
162,3893,2012-05-21 08:02
838,2854,2012-05-21 08:02
695,5033,2012-05-21 08:03
162,2167,2012-05-21 08:03
695,2818,2012-05-21 08:03
827,3188,2012-05-21 08:03
29,1672,2012-05-21 08:03
162,1197,2012-05-21 08:04
396,4356,2012-05-21 08:04
162,3149,2012-05-21 08:05
270,3291,2012-05-21 08:07
554,4763,2012-05-21 08:07
297,932,2012-05-21 08:08
347,3456,2012-05-21 08:08
984,4770,2012-05-21 08:09
984,4770,2012-05-21 08:09
486,107,2012-05-21 08:09
57,1995,2012-05-21 08:09
225,1446,2012-05-21 08:10
336,682,2012-05-21 08:10
994,3588,2012-05-21 08:11
266,4012,2012-05-21 08:11
994,2943,2012-05-21 08:11
529,4628,2012-05-21 08:11
994,3390,2012-05-21 08:11
994,623,2012-05-21 08:12
955,354,2012-05-21 08:12
994,3352,2012-05-21 08:12
623,2608,2012-05-21 08:12
524,2684,2012-05-21 08:12
994,2897,2012-05-21 08:12
40,3623,2012-05-21 08:14
910,1969,2012-05-21 08:14
813,2430,2012-05-21 08:14
798,339,2012-05-21 08:14
848,4578,2012-05-21 08:15
798,4709,2012-05-21 08:15
140,3022,2012-05-21 08:16
365,1650,2012-05-21 08:17
777,3871,2012-05-21 08:17
724,360,2012-05-21 08:18
808,1094,2012-05-21 08:18
239,1479,2012-05-21 08:18
165,1830,2012-05-21 08:18
954,2241,2012-05-21 08:20
1061,4181,2012-05-21 08:20
296,3651,2012-05-21 08:21
431,4804,2012-05-21 08:22
575,2391,2012-05-21 08:22
1014,4838,2012-05-21 08:22
478,1353,2012-05-21 08:23
502,1928,2012-05-21 08:23
365,3542,2012-05-21 08:23
270,4780,2012-05-21 08:24
1025,1460,2012-05-21 08:24
687,3662,2012-05-21 08:24
687,2200,2012-05-21 08:25
578,1697,2012-05-21 08:25
73,4643,2012-05-21 08:25
578,3355,2012-05-21 08:25
578,1284,2012-05-21 08:25
687,4074,2012-05-21 08:25
578,4481,2012-05-21 08:26
345,3812,2012-05-21 08:26
879,3673,2012-05-21 08:26
578,3025,2012-05-21 08:26
578,3385,2012-05-21 08:26
263,241,2012-05-21 08:27
529,3594,2012-05-21 08:27
949,4761,2012-05-21 08:28
670,4801,2012-05-21 08:29
949,4920,2012-05-21 08:29
687,3562,2012-05-21 08:29
713,4052,2012-05-21 08:29
864,4380,2012-05-21 08:30
841,1737,2012-05-21 08:30
954,2394,2012-05-21 08:31
954,3200,2012-05-21 08:31
395,4164,2012-05-21 08:31
296,1238,2012-05-21 08:31
741,1656,2012-05-21 08:31
270,236,2012-05-21 08:32
818,5024,2012-05-21 08:32
949,2811,2012-05-21 08:32
174,2509,2012-05-21 08:33
798,4767,2012-05-21 08:33
328,150,2012-05-21 08:34
305,5073,2012-05-21 08:34
1057,918,2012-05-21 08:34
806,4665,2012-05-21 08:34
894,3562,2012-05-21 08:35
623,3519,2012-05-21 08:35
75,3315,2012-05-21 08:35
72,395,2012-05-21 08:36
132,19,2012-05-21 08:36
72,2697,2012-05-21 08:36
880,3359,2012-05-21 08:36
271,4886,2012-05-21 08:36
396,624,2012-05-21 08:37
600,2737,2012-05-21 08:38
937,1945,2012-05-21 08:38
109,3705,2012-05-21 08:38
917,4104,2012-05-21 08:38
917,1525,2012-05-21 08:38
369,3980,2012-05-21 08:38
893,3332,2012-05-21 08:39
670,3930,2012-05-21 08:39
670,366,2012-05-21 08:39
305,4216,2012-05-21 08:39
396,4248,2012-05-21 08:39
953,3596,2012-05-21 08:40
994,5135,2012-05-21 08:40
868,2778,2012-05-21 08:40
953,2824,2012-05-21 08:40
994,4651,2012-05-21 08:40
396,3938,2012-05-21 08:40
789,4126,2012-05-21 08:41
470,1059,2012-05-21 08:41
603,3021,2012-05-21 08:42
224,2205,2012-05-21 08:42
53,3540,2012-05-21 08:42
529,4061,2012-05-21 08:43
401,2303,2012-05-21 08:43
984,1503,2012-05-21 08:43
827,2344,2012-05-21 08:43
984,2298,2012-05-21 08:43
368,4213,2012-05-21 08:44
426,1281,2012-05-21 08:44
348,1275,2012-05-21 08:44
954,4382,2012-05-21 08:45
134,4363,2012-05-21 08:45
336,1285,2012-05-21 08:46
969,1932,2012-05-21 08:46
53,1103,2012-05-21 08:47
946,2693,2012-05-21 08:48
417,1131,2012-05-21 08:48
416,1097,2012-05-21 08:49
1008,1460,2012-05-21 08:49
193,2798,2012-05-21 08:50
53,597,2012-05-21 08:50
1051,117,2012-05-21 08:51
891,2323,2012-05-21 08:51
917,2880,2012-05-21 08:53
713,2109,2012-05-21 08:53
1083,3461,2012-05-21 08:54
401,4111,2012-05-21 08:54
125,1340,2012-05-21 08:55
656,2762,2012-05-21 08:55
864,679,2012-05-21 08:56
1044,254,2012-05-21 08:57
1044,1905,2012-05-21 08:57
270,3209,2012-05-21 08:57
354,1571,2012-05-21 08:57
354,4133,2012-05-21 08:58
53,3680,2012-05-21 08:58
880,2855,2012-05-21 08:59
1008,3304,2012-05-21 09:00
903,4956,2012-05-21 09:02
397,2595,2012-05-21 09:03
845,4523,2012-05-21 09:03
597,3877,2012-05-21 09:03
1060,4523,2012-05-21 09:04
1003,1665,2012-05-21 09:04
270,2751,2012-05-21 09:04
704,2531,2012-05-21 09:04
34,755,2012-05-21 09:05
59,4332,2012-05-21 09:05
1057,3519,2012-05-21 09:06
829,3801,2012-05-21 09:06
33,4879,2012-05-21 09:06
413,1001,2012-05-21 09:06
656,801,2012-05-21 09:07
656,3312,2012-05-21 09:07
253,3909,2012-05-21 09:07
656,943,2012-05-21 09:07
954,3966,2012-05-21 09:08
724,190,2012-05-21 09:08
954,443,2012-05-21 09:08
643,2121,2012-05-21 09:08
252,3039,2012-05-21 09:09
714,2253,2012-05-21 09:09
841,1316,2012-05-21 09:09
185,2998,2012-05-21 09:09
994,4651,2012-05-21 09:10
882,2974,2012-05-21 09:11
453,4749,2012-05-21 09:12
827,4067,2012-05-21 09:12
935,4863,2012-05-21 09:12
508,4386,2012-05-21 09:13
74,602,2012-05-21 09:13
356,3353,2012-05-21 09:13
969,4806,2012-05-21 09:13
804,4299,2012-05-21 09:14
219,297,2012-05-21 09:14
292,2896,2012-05-21 09:14
804,1287,2012-05-21 09:14
804,1174,2012-05-21 09:15
470,2368,2012-05-21 09:16
1057,5116,2012-05-21 09:16
724,4058,2012-05-21 09:16
239,4806,2012-05-21 09:17
813,4344,2012-05-21 09:17
182,4054,2012-05-21 09:17
140,3629,2012-05-21 09:18
530,538,2012-05-21 09:18
9,900,2012-05-21 09:19
74,1460,2012-05-21 09:19
774,1249,2012-05-21 09:20
996,1280,2012-05-21 09:20
253,113,2012-05-21 09:21
254,3646,2012-05-21 09:21
369,771,2012-05-21 09:22
1057,5040,2012-05-21 09:23
901,2634,2012-05-21 09:23
1057,1220,2012-05-21 09:23
992,1741,2012-05-21 09:24
813,3541,2012-05-21 09:24
700,381,2012-05-21 09:24
431,1711,2012-05-21 09:26
318,3883,2012-05-21 09:26
163,3148,2012-05-21 09:27
687,557,2012-05-21 09:28
116,4288,2012-05-21 09:28
687,685,2012-05-21 09:28
598,369,2012-05-21 09:28
402,4852,2012-05-21 09:29
563,2450,2012-05-21 09:30
880,4660,2012-05-21 09:31
598,4444,2012-05-21 09:32
762,4722,2012-05-21 09:32
559,412,2012-05-21 09:33
762,4806,2012-05-21 09:33
1020,5052,2012-05-21 09:33
196,2300,2012-05-21 09:33
762,4806,2012-05-21 09:33
948,5069,2012-05-21 09:34
762,3731,2012-05-21 09:34
1063,2815,2012-05-21 09:35
641,1001,2012-05-21 09:38
624,2709,2012-05-21 09:38
61,1466,2012-05-21 09:38
242,1669,2012-05-21 09:40
855,2996,2012-05-21 09:41
242,4697,2012-05-21 09:41
855,2107,2012-05-21 09:41
176,1587,2012-05-21 09:42
369,1101,2012-05-21 09:46
714,4432,2012-05-21 09:48
446,387,2012-05-21 09:48
714,4432,2012-05-21 09:48
885,339,2012-05-21 09:48
714,3418,2012-05-21 09:49
1,4038,2012-05-21 09:49
1072,4084,2012-05-21 09:50
140,608,2012-05-21 09:51
311,1023,2012-05-21 09:51
40,3238,2012-05-21 09:53
529,3775,2012-05-21 09:53
716,2511,2012-05-21 09:54
47,2327,2012-05-21 09:55
1008,3478,2012-05-21 09:56
791,1843,2012-05-21 09:57
1062,4279,2012-05-21 09:58
978,2123,2012-05-21 10:00
405,2301,2012-05-21 10:01
932,945,2012-05-21 10:03
33,4943,2012-05-21 10:03
96,5054,2012-05-21 10:04
987,4927,2012-05-21 10:05
290,4529,2012-05-21 10:05
356,2312,2012-05-21 10:05
50,1699,2012-05-21 10:06
16,1133,2012-05-21 10:06
472,626,2012-05-21 10:06
775,4824,2012-05-21 10:09
1062,1731,2012-05-21 10:09
704,2764,2012-05-21 10:10
530,4673,2012-05-21 10:12
971,2133,2012-05-21 10:14
586,704,2012-05-21 10:14
899,1949,2012-05-21 10:14
813,2181,2012-05-21 10:15
240,2235,2012-05-21 10:16
659,4464,2012-05-21 10:17
422,3961,2012-05-21 10:18
264,863,2012-05-21 10:19
973,1068,2012-05-21 10:19
336,3435,2012-05-21 10:20
828,4264,2012-05-21 10:20
48,2600,2012-05-21 10:20
154,4215,2012-05-21 10:20
714,1604,2012-05-21 10:21
608,752,2012-05-21 10:21
645,46,2012-05-21 10:22
154,4933,2012-05-21 10:23
650,516,2012-05-21 10:23
423,4277,2012-05-21 10:24
971,3537,2012-05-21 10:24
5,3812,2012-05-21 10:24
497,47,2012-05-21 10:27
1048,4622,2012-05-21 10:28
509,2626,2012-05-21 10:29
970,4476,2012-05-21 10:30
230,908,2012-05-21 10:30
936,4486,2012-05-21 10:32
405,4945,2012-05-21 10:33
493,3430,2012-05-21 10:34
539,1197,2012-05-21 10:35
928,3484,2012-05-21 10:35
466,4054,2012-05-21 10:36
405,790,2012-05-21 10:36
405,3184,2012-05-21 10:38
402,416,2012-05-21 10:40
913,2550,2012-05-21 10:41
121,3526,2012-05-21 10:42
130,3630,2012-05-21 10:43
530,1294,2012-05-21 10:43
405,4851,2012-05-21 10:43
831,4110,2012-05-21 10:43
863,708,2012-05-21 10:44
863,4656,2012-05-21 10:44
1074,1586,2012-05-21 10:45
999,1537,2012-05-21 10:46
140,720,2012-05-21 10:48
539,408,2012-05-21 10:48
457,340,2012-05-21 10:48
928,3852,2012-05-21 10:48
357,1460,2012-05-21 10:48
357,3139,2012-05-21 10:49
345,2716,2012-05-21 10:49
1064,90,2012-05-21 10:50
493,2699,2012-05-21 10:54
230,2608,2012-05-21 10:55
342,1013,2012-05-21 10:57
543,2491,2012-05-21 10:58
543,3444,2012-05-21 10:58
543,1294,2012-05-21 10:58
753,487,2012-05-21 11:00
32,3181,2012-05-21 11:01
405,557,2012-05-21 11:04
1009,119,2012-05-21 11:04
824,1460,2012-05-21 11:09
511,334,2012-05-21 11:10
866,1402,2012-05-21 11:11
533,4969,2012-05-21 11:11
405,1876,2012-05-21 11:13
404,2548,2012-05-21 11:14
553,4970,2012-05-21 11:15
405,1932,2012-05-21 11:15
579,1520,2012-05-21 11:15
405,2898,2012-05-21 11:16
905,3659,2012-05-21 11:16
28,3364,2012-05-21 11:18
909,1889,2012-05-21 11:19
667,3772,2012-05-21 11:21
961,1041,2012-05-21 11:23
21,3346,2012-05-21 11:23
239,2503,2012-05-21 11:27
148,3807,2012-05-21 11:27
970,555,2012-05-21 11:29
673,4141,2012-05-21 11:30
563,4393,2012-05-21 11:30
971,4240,2012-05-21 11:30
336,826,2012-05-21 11:30
971,3724,2012-05-21 11:32
970,2985,2012-05-21 11:33
934,3094,2012-05-21 11:33
737,3967,2012-05-21 11:35
286,2679,2012-05-21 11:36
286,4090,2012-05-21 11:37
286,2482,2012-05-21 11:37
175,4900,2012-05-21 11:37
286,21,2012-05-21 11:38
1026,2409,2012-05-21 11:38
1009,4566,2012-05-21 11:40
109,2626,2012-05-21 11:41
928,2294,2012-05-21 11:41
786,2629,2012-05-21 11:42
1080,4879,2012-05-21 11:43
279,3084,2012-05-21 11:47
813,2625,2012-05-21 11:48
33,5000,2012-05-21 11:48
9,70,2012-05-21 11:48
618,4806,2012-05-21 11:50
1046,4865,2012-05-21 11:50
9,4168,2012-05-21 11:50
144,2256,2012-05-21 11:51
390,1476,2012-05-21 11:51
469,2318,2012-05-21 11:52
637,286,2012-05-21 11:52
594,168,2012-05-21 11:53
43,3636,2012-05-21 11:56
565,4657,2012-05-21 11:58
479,10,2012-05-21 11:59
353,2141,2012-05-21 12:01
336,2783,2012-05-21 12:01
922,5055,2012-05-21 12:02
632,361,2012-05-21 12:03
994,1383,2012-05-21 12:04
791,3091,2012-05-21 12:04
737,12,2012-05-21 12:05
551,4806,2012-05-21 12:06
737,339,2012-05-21 12:06
737,396,2012-05-21 12:07
300,4796,2012-05-21 12:08
813,2051,2012-05-21 12:08
556,3688,2012-05-21 12:11
594,4180,2012-05-21 12:11
1009,119,2012-05-21 12:12
90,1704,2012-05-21 12:13
824,3470,2012-05-21 12:13
308,1498,2012-05-21 12:15
632,2356,2012-05-21 12:15
202,2641,2012-05-21 12:18
761,2558,2012-05-21 12:20
595,3461,2012-05-21 12:20
33,4093,2012-05-21 12:21
352,5034,2012-05-21 12:21
146,3726,2012-05-21 12:24
504,236,2012-05-21 12:26
813,1362,2012-05-21 12:26
504,2200,2012-05-21 12:27
851,3032,2012-05-21 12:28
283,5054,2012-05-21 12:28
737,2561,2012-05-21 12:29
478,1353,2012-05-21 12:32
61,644,2012-05-21 12:33
388,2471,2012-05-21 12:33
937,3131,2012-05-21 12:33
526,3235,2012-05-21 12:34
231,2656,2012-05-21 12:35
357,3773,2012-05-21 12:35
520,4458,2012-05-21 12:35
513,2307,2012-05-21 12:39
270,2294,2012-05-21 12:40
148,2615,2012-05-21 12:41
753,3238,2012-05-21 12:42
1035,3367,2012-05-21 12:44
520,184,2012-05-21 12:48
677,1120,2012-05-21 12:49
63,5025,2012-05-21 12:50
989,3582,2012-05-21 12:50
75,4248,2012-05-21 12:50
764,4296,2012-05-21 12:50
